Index,Name,Coverage,Table,Distribution,Mean,Weight
1,PremOps A - 1,PremOps,A - 1,1,955,0.47571
1,PremOps A - 1,PremOps,A - 1,2,4604,0.310642
1,PremOps A - 1,PremOps,A - 1,3,15014,0.138044
1,PremOps A - 1,PremOps,A - 1,4,57612,0.064692
1,PremOps A - 1,PremOps,A - 1,5,210069,0.007535
1,PremOps A - 1,PremOps,A - 1,6,551761,0.002412
1,PremOps A - 1,PremOps,A - 1,7,1330472,0.000677
1,PremOps A - 1,PremOps,A - 1,8,3156845,0.000202
1,PremOps A - 1,PremOps,A - 1,9,7591303,0.000062
1,PremOps A - 1,PremOps,A - 1,10,20735816,0.00002
1,PremOps A - 1,PremOps,A - 1,11,95420839,0.000004
1,PremOps A - 1,PremOps,A - 1,12,100000000,0
2,PremOps A - 2,PremOps,A - 2,1,1145,0.435406
2,PremOps A - 2,PremOps,A - 2,2,4821,0.313825
2,PremOps A - 2,PremOps,A - 2,3,14274,0.12828
2,PremOps A - 2,PremOps,A - 2,4,43731,0.085386
2,PremOps A - 2,PremOps,A - 2,5,157702,0.028069
2,PremOps A - 2,PremOps,A - 2,6,677379,0.007578
2,PremOps A - 2,PremOps,A - 2,7,2318974,0.001135
2,PremOps A - 2,PremOps,A - 2,8,6780287,0.000242
2,PremOps A - 2,PremOps,A - 2,9,20103978,0.000065
2,PremOps A - 2,PremOps,A - 2,10,96205044,0.000014
2,PremOps A - 2,PremOps,A - 2,11,100000000,0
2,PremOps A - 2,PremOps,A - 2,12,100000000,0
3,PremOps A - 3,PremOps,A - 3,1,2865,0.60655
3,PremOps A - 3,PremOps,A - 3,2,15972,0.260547
3,PremOps A - 3,PremOps,A - 3,3,86175,0.096218
3,PremOps A - 3,PremOps,A - 3,4,463211,0.030214
3,PremOps A - 3,PremOps,A - 3,5,1531515,0.004984
3,PremOps A - 3,PremOps,A - 3,6,4352668,0.001088
3,PremOps A - 3,PremOps,A - 3,7,10571321,0.000259
3,PremOps A - 3,PremOps,A - 3,8,23767530,0.000107
3,PremOps A - 3,PremOps,A - 3,9,100000000,0.000033
3,PremOps A - 3,PremOps,A - 3,10,100000000,0
3,PremOps A - 3,PremOps,A - 3,11,100000000,0
3,PremOps A - 3,PremOps,A - 3,12,100000000,0
4,PremOps B - 1,PremOps,B - 1,1,1063,0.422289
4,PremOps B - 1,PremOps,B - 1,2,4257,0.319976
4,PremOps B - 1,PremOps,B - 1,3,13837,0.154563
4,PremOps B - 1,PremOps,B - 1,4,53474,0.074731
4,PremOps B - 1,PremOps,B - 1,5,148682,0.020583
4,PremOps B - 1,PremOps,B - 1,6,489248,0.006307
4,PremOps B - 1,PremOps,B - 1,7,1484406,0.00115
4,PremOps B - 1,PremOps,B - 1,8,3651435,0.000276
4,PremOps B - 1,PremOps,B - 1,9,8436387,0.000088
4,PremOps B - 1,PremOps,B - 1,10,22129718,0.00003
4,PremOps B - 1,PremOps,B - 1,11,100000000,0.000007
4,PremOps B - 1,PremOps,B - 1,12,100000000,0
5,PremOps B - 2,PremOps,B - 2,1,1448,0.348101
5,PremOps B - 2,PremOps,B - 2,2,5015,0.326632
5,PremOps B - 2,PremOps,B - 2,3,15590,0.169985
5,PremOps B - 2,PremOps,B - 2,4,53140,0.092772
5,PremOps B - 2,PremOps,B - 2,5,157042,0.04316
5,PremOps B - 2,PremOps,B - 2,6,611673,0.01669
5,PremOps B - 2,PremOps,B - 2,7,2197334,0.002081
5,PremOps B - 2,PremOps,B - 2,8,6438115,0.000438
5,PremOps B - 2,PremOps,B - 2,9,19207242,0.000116
5,PremOps B - 2,PremOps,B - 2,10,92314754,0.000025
5,PremOps B - 2,PremOps,B - 2,11,100000000,0
5,PremOps B - 2,PremOps,B - 2,12,100000000,0
6,PremOps B - 3,PremOps,B - 3,1,2859,0.460421
6,PremOps B - 3,PremOps,B - 3,2,6391,0.136539
6,PremOps B - 3,PremOps,B - 3,3,19873,0.235818
6,PremOps B - 3,PremOps,B - 3,4,92098,0.114705
6,PremOps B - 3,PremOps,B - 3,5,564615,0.045315
6,PremOps B - 3,PremOps,B - 3,6,2126895,0.00576
6,PremOps B - 3,PremOps,B - 3,7,6599517,0.001102
6,PremOps B - 3,PremOps,B - 3,8,19936910,0.00028
6,PremOps B - 3,PremOps,B - 3,9,95800198,0.00006
6,PremOps B - 3,PremOps,B - 3,10,100000000,0
6,PremOps B - 3,PremOps,B - 3,11,100000000,0
6,PremOps B - 3,PremOps,B - 3,12,100000000,0
7,PremOps C - 1,PremOps,C - 1,1,1182,0.437469
7,PremOps C - 1,PremOps,C - 1,2,6019,0.353032
7,PremOps C - 1,PremOps,C - 1,3,26028,0.140782
7,PremOps C - 1,PremOps,C - 1,4,105489,0.052873
7,PremOps C - 1,PremOps,C - 1,5,334773,0.012
7,PremOps C - 1,PremOps,C - 1,6,859330,0.002972
7,PremOps C - 1,PremOps,C - 1,7,2365352,0.000623
7,PremOps C - 1,PremOps,C - 1,8,5399507,0.000156
7,PremOps C - 1,PremOps,C - 1,9,10194583,0.000055
7,PremOps C - 1,PremOps,C - 1,10,22831814,0.00003
7,PremOps C - 1,PremOps,C - 1,11,100000000,0.000008
7,PremOps C - 1,PremOps,C - 1,12,100000000,0
8,PremOps C - 2,PremOps,C - 2,1,1143,0.410754
8,PremOps C - 2,PremOps,C - 2,2,4511,0.108293
8,PremOps C - 2,PremOps,C - 2,3,7394,0.187749
8,PremOps C - 2,PremOps,C - 2,4,24046,0.15484
8,PremOps C - 2,PremOps,C - 2,5,67598,0.070215
8,PremOps C - 2,PremOps,C - 2,6,185614,0.039986
8,PremOps C - 2,PremOps,C - 2,7,577793,0.021726
8,PremOps C - 2,PremOps,C - 2,8,1247762,0.004127
8,PremOps C - 2,PremOps,C - 2,9,2931508,0.001696
8,PremOps C - 2,PremOps,C - 2,10,7544038,0.000447
8,PremOps C - 2,PremOps,C - 2,11,21034335,0.000136
8,PremOps C - 2,PremOps,C - 2,12,98133068,0.000031
9,PremOps C - 3,PremOps,C - 3,1,2888,0.426979
9,PremOps C - 3,PremOps,C - 3,2,10295,0.275155
9,PremOps C - 3,PremOps,C - 3,3,56443,0.177132
9,PremOps C - 3,PremOps,C - 3,4,272967,0.0741
9,PremOps C - 3,PremOps,C - 3,5,766093,0.035759
9,PremOps C - 3,PremOps,C - 3,6,2195176,0.008284
9,PremOps C - 3,PremOps,C - 3,7,6020464,0.001922
9,PremOps C - 3,PremOps,C - 3,8,16234264,0.000486
9,PremOps C - 3,PremOps,C - 3,9,31860120,0.000098
9,PremOps C - 3,PremOps,C - 3,10,100000000,0.000085
9,PremOps C - 3,PremOps,C - 3,11,100000000,0
9,PremOps C - 3,PremOps,C - 3,12,100000000,0
10,PremOps CA - 1,PremOps,CA - 1,1,922,0.293541
10,PremOps CA - 1,PremOps,CA - 1,2,5331,0.437154
10,PremOps CA - 1,PremOps,CA - 1,3,18810,0.159982
10,PremOps CA - 1,PremOps,CA - 1,4,59129,0.050856
10,PremOps CA - 1,PremOps,CA - 1,5,143325,0.046532
10,PremOps CA - 1,PremOps,CA - 1,6,634601,0.010323
10,PremOps CA - 1,PremOps,CA - 1,7,2239695,0.001273
10,PremOps CA - 1,PremOps,CA - 1,8,6552152,0.000259
10,PremOps CA - 1,PremOps,CA - 1,9,19361008,0.000066
10,PremOps CA - 1,PremOps,CA - 1,10,91267229,0.000014
10,PremOps CA - 1,PremOps,CA - 1,11,100000000,0
10,PremOps CA - 1,PremOps,CA - 1,12,100000000,0
11,PremOps CA - 2,PremOps,CA - 2,1,1825,0.358078
11,PremOps CA - 2,PremOps,CA - 2,2,8236,0.354329
11,PremOps CA - 2,PremOps,CA - 2,3,40543,0.162183
11,PremOps CA - 2,PremOps,CA - 2,4,124903,0.080049
11,PremOps CA - 2,PremOps,CA - 2,5,536516,0.041214
11,PremOps CA - 2,PremOps,CA - 2,6,2437172,0.003394
11,PremOps CA - 2,PremOps,CA - 2,7,7769701,0.00057
11,PremOps CA - 2,PremOps,CA - 2,8,22209889,0.000147
11,PremOps CA - 2,PremOps,CA - 2,9,100000000,0.000036
11,PremOps CA - 2,PremOps,CA - 2,10,100000000,0
11,PremOps CA - 2,PremOps,CA - 2,11,100000000,0
11,PremOps CA - 2,PremOps,CA - 2,12,100000000,0
12,PremOps CA - 3,PremOps,CA - 3,1,2974,0.449172
12,PremOps CA - 3,PremOps,CA - 3,2,12863,0.276096
12,PremOps CA - 3,PremOps,CA - 3,3,66890,0.185852
12,PremOps CA - 3,PremOps,CA - 3,4,435503,0.068864
12,PremOps CA - 3,PremOps,CA - 3,5,1465289,0.016259
12,PremOps CA - 3,PremOps,CA - 3,6,4512604,0.002837
12,PremOps CA - 3,PremOps,CA - 3,7,11697838,0.000618
12,PremOps CA - 3,PremOps,CA - 3,8,25497108,0.000221
12,PremOps CA - 3,PremOps,CA - 3,9,100000000,0.000081
12,PremOps CA - 3,PremOps,CA - 3,10,100000000,0
12,PremOps CA - 3,PremOps,CA - 3,11,100000000,0
12,PremOps CA - 3,PremOps,CA - 3,12,100000000,0
13,PremOps FL - 1,PremOps,FL - 1,1,997,0.356537
13,PremOps FL - 1,PremOps,FL - 1,2,4599,0.242399
13,PremOps FL - 1,PremOps,FL - 1,3,23541,0.17491
13,PremOps FL - 1,PremOps,FL - 1,4,85527,0.121028
13,PremOps FL - 1,PremOps,FL - 1,5,13924,0.086384
13,PremOps FL - 1,PremOps,FL - 1,6,270010,0.011746
13,PremOps FL - 1,PremOps,FL - 1,7,541880,0.004711
13,PremOps FL - 1,PremOps,FL - 1,8,1317428,0.001683
13,PremOps FL - 1,PremOps,FL - 1,9,3336249,0.000424
13,PremOps FL - 1,PremOps,FL - 1,10,7999819,0.000128
13,PremOps FL - 1,PremOps,FL - 1,11,21611060,0.000041
13,PremOps FL - 1,PremOps,FL - 1,12,98838375,0.000009
14,PremOps FL - 2,PremOps,FL - 2,1,1780,0.393281
14,PremOps FL - 2,PremOps,FL - 2,2,10735,0.317629
14,PremOps FL - 2,PremOps,FL - 2,3,44885,0.194399
14,PremOps FL - 2,PremOps,FL - 2,4,171544,0.071117
14,PremOps FL - 2,PremOps,FL - 2,5,646979,0.017864
14,PremOps FL - 2,PremOps,FL - 2,6,1713328,0.004201
14,PremOps FL - 2,PremOps,FL - 2,7,4468007,0.001051
14,PremOps FL - 2,PremOps,FL - 2,8,9981224,0.000288
14,PremOps FL - 2,PremOps,FL - 2,9,22863606,0.000133
14,PremOps FL - 2,PremOps,FL - 2,10,100000000,0.000037
14,PremOps FL - 2,PremOps,FL - 2,11,100000000,0
14,PremOps FL - 2,PremOps,FL - 2,12,100000000,0
15,PremOps FL - 3,PremOps,FL - 3,1,1815,0.31147
15,PremOps FL - 3,PremOps,FL - 3,2,6057,0.223129
15,PremOps FL - 3,PremOps,FL - 3,3,23505,0.256939
15,PremOps FL - 3,PremOps,FL - 3,4,99679,0.148289
15,PremOps FL - 3,PremOps,FL - 3,5,591787,0.051024
15,PremOps FL - 3,PremOps,FL - 3,6,2018715,0.007026
15,PremOps FL - 3,PremOps,FL - 3,7,5818790,0.001606
15,PremOps FL - 3,PremOps,FL - 3,8,17104550,0.000413
15,PremOps FL - 3,PremOps,FL - 3,9,45224871,0.00004
15,PremOps FL - 3,PremOps,FL - 3,10,100000000,0.000064
15,PremOps FL - 3,PremOps,FL - 3,11,100000000,0
15,PremOps FL - 3,PremOps,FL - 3,12,100000000,0
16,PremOps IL - 1,PremOps,IL - 1,1,1126,0.343679
16,PremOps IL - 1,PremOps,IL - 1,2,5204,0.474305
16,PremOps IL - 1,PremOps,IL - 1,3,27335,0.125838
16,PremOps IL - 1,PremOps,IL - 1,4,119190,0.043226
16,PremOps IL - 1,PremOps,IL - 1,5,428503,0.010843
16,PremOps IL - 1,PremOps,IL - 1,6,1415129,0.001604
16,PremOps IL - 1,PremOps,IL - 1,7,3796040,0.000363
16,PremOps IL - 1,PremOps,IL - 1,8,9064082,0.000098
16,PremOps IL - 1,PremOps,IL - 1,9,22768838,0.000035
16,PremOps IL - 1,PremOps,IL - 1,10,100000000,0.000009
16,PremOps IL - 1,PremOps,IL - 1,11,100000000,0
16,PremOps IL - 1,PremOps,IL - 1,12,100000000,0
17,PremOps IL - 2,PremOps,IL - 2,1,1346,0.287226
17,PremOps IL - 2,PremOps,IL - 2,2,3168,0.273303
17,PremOps IL - 2,PremOps,IL - 2,3,10725,0.270502
17,PremOps IL - 2,PremOps,IL - 2,4,50508,0.095871
17,PremOps IL - 2,PremOps,IL - 2,5,174972,0.053246
17,PremOps IL - 2,PremOps,IL - 2,6,672155,0.014587
17,PremOps IL - 2,PremOps,IL - 2,7,1516034,0.003242
17,PremOps IL - 2,PremOps,IL - 2,8,3180921,0.00135
17,PremOps IL - 2,PremOps,IL - 2,9,7428843,0.000482
17,PremOps IL - 2,PremOps,IL - 2,10,20399531,0.000156
17,PremOps IL - 2,PremOps,IL - 2,11,95287973,0.000035
17,PremOps IL - 2,PremOps,IL - 2,12,100000000,0
18,PremOps IL - 3,PremOps,IL - 3,1,2563,0.408548
18,PremOps IL - 3,PremOps,IL - 3,2,12422,0.334322
18,PremOps IL - 3,PremOps,IL - 3,3,88215,0.161303
18,PremOps IL - 3,PremOps,IL - 3,4,548698,0.081419
18,PremOps IL - 3,PremOps,IL - 3,5,1931476,0.011141
18,PremOps IL - 3,PremOps,IL - 3,6,5487306,0.002456
18,PremOps IL - 3,PremOps,IL - 3,7,14959426,0.000585
18,PremOps IL - 3,PremOps,IL - 3,8,30687934,0.000134
18,PremOps IL - 3,PremOps,IL - 3,9,100000000,0.000092
18,PremOps IL - 3,PremOps,IL - 3,10,100000000,0
18,PremOps IL - 3,PremOps,IL - 3,11,100000000,0
18,PremOps IL - 3,PremOps,IL - 3,12,100000000,0
19,PremOps IN - 1,PremOps,IN - 1,1,1171,0.485763
19,PremOps IN - 1,PremOps,IN - 1,2,5397,0.337055
19,PremOps IN - 1,PremOps,IN - 1,3,23032,0.11356
19,PremOps IN - 1,PremOps,IN - 1,4,69829,0.034762
19,PremOps IN - 1,PremOps,IN - 1,5,118636,0.020841
19,PremOps IN - 1,PremOps,IN - 1,6,389148,0.00642
19,PremOps IN - 1,PremOps,IN - 1,7,1107912,0.001133
19,PremOps IN - 1,PremOps,IN - 1,8,2642620,0.000326
19,PremOps IN - 1,PremOps,IN - 1,9,6195071,0.000094
19,PremOps IN - 1,PremOps,IN - 1,10,12109122,0.000023
19,PremOps IN - 1,PremOps,IN - 1,11,23459358,0.000018
19,PremOps IN - 1,PremOps,IN - 1,12,100000000,0.000005
20,PremOps IN - 2,PremOps,IN - 2,1,1249,0.415676
20,PremOps IN - 2,PremOps,IN - 2,2,5401,0.39213
20,PremOps IN - 2,PremOps,IN - 2,3,29023,0.123675
20,PremOps IN - 2,PremOps,IN - 2,4,105488,0.052871
20,PremOps IN - 2,PremOps,IN - 2,5,527466,0.013136
20,PremOps IN - 2,PremOps,IN - 2,6,1843957,0.001943
20,PremOps IN - 2,PremOps,IN - 2,7,5056286,0.000403
20,PremOps IN - 2,PremOps,IN - 2,8,11409522,0.000099
20,PremOps IN - 2,PremOps,IN - 2,9,23686713,0.000051
20,PremOps IN - 2,PremOps,IN - 2,10,100000000,0.000016
20,PremOps IN - 2,PremOps,IN - 2,11,100000000,0
20,PremOps IN - 2,PremOps,IN - 2,12,100000000,0
21,PremOps IN - 3,PremOps,IN - 3,1,1715,0.352569
21,PremOps IN - 3,PremOps,IN - 3,2,5128,0.332119
21,PremOps IN - 3,PremOps,IN - 3,3,20517,0.187959
21,PremOps IN - 3,PremOps,IN - 3,4,121213,0.090486
21,PremOps IN - 3,PremOps,IN - 3,5,624363,0.030882
21,PremOps IN - 3,PremOps,IN - 3,6,2183630,0.004703
21,PremOps IN - 3,PremOps,IN - 3,7,6473570,0.000973
21,PremOps IN - 3,PremOps,IN - 3,8,19354021,0.000254
21,PremOps IN - 3,PremOps,IN - 3,9,92944109,0.000055
21,PremOps IN - 3,PremOps,IN - 3,10,100000000,0
21,PremOps IN - 3,PremOps,IN - 3,11,100000000,0
21,PremOps IN - 3,PremOps,IN - 3,12,100000000,0
22,PremOps MA - 1,PremOps,MA - 1,1,892,0.366705
22,PremOps MA - 1,PremOps,MA - 1,2,4526,0.302723
22,PremOps MA - 1,PremOps,MA - 1,3,13108,0.154526
22,PremOps MA - 1,PremOps,MA - 1,4,69963,0.097487
22,PremOps MA - 1,PremOps,MA - 1,5,27460,0.056683
22,PremOps MA - 1,PremOps,MA - 1,6,252220,0.016471
22,PremOps MA - 1,PremOps,MA - 1,7,661122,0.003889
22,PremOps MA - 1,PremOps,MA - 1,8,1605856,0.001047
22,PremOps MA - 1,PremOps,MA - 1,9,3679717,0.000316
22,PremOps MA - 1,PremOps,MA - 1,10,8377750,0.000107
22,PremOps MA - 1,PremOps,MA - 1,11,22057207,0.000037
22,PremOps MA - 1,PremOps,MA - 1,12,100000000,0.000009
23,PremOps MA - 2,PremOps,MA - 2,1,1592,0.387538
23,PremOps MA - 2,PremOps,MA - 2,2,8085,0.301717
23,PremOps MA - 2,PremOps,MA - 2,3,28535,0.202485
23,PremOps MA - 2,PremOps,MA - 2,4,123405,0.081652
23,PremOps MA - 2,PremOps,MA - 2,5,523876,0.022396
23,PremOps MA - 2,PremOps,MA - 2,6,1673236,0.003166
23,PremOps MA - 2,PremOps,MA - 2,7,4460744,0.000736
23,PremOps MA - 2,PremOps,MA - 2,8,10135510,0.000195
23,PremOps MA - 2,PremOps,MA - 2,9,23037498,0.000089
23,PremOps MA - 2,PremOps,MA - 2,10,100000000,0.000026
23,PremOps MA - 2,PremOps,MA - 2,11,100000000,0
23,PremOps MA - 2,PremOps,MA - 2,12,100000000,0
24,PremOps MA - 3,PremOps,MA - 3,1,2037,0.279977
24,PremOps MA - 3,PremOps,MA - 3,2,4296,0.212758
24,PremOps MA - 3,PremOps,MA - 3,3,16602,0.280072
24,PremOps MA - 3,PremOps,MA - 3,4,58241,0.023238
24,PremOps MA - 3,PremOps,MA - 3,5,117277,0.140026
24,PremOps MA - 3,PremOps,MA - 3,6,632263,0.053942
24,PremOps MA - 3,PremOps,MA - 3,7,2272803,0.007887
24,PremOps MA - 3,PremOps,MA - 3,8,6800557,0.001595
24,PremOps MA - 3,PremOps,MA - 3,9,20314398,0.000415
24,PremOps MA - 3,PremOps,MA - 3,10,97181217,0.00009
24,PremOps MA - 3,PremOps,MA - 3,11,100000000,0
24,PremOps MA - 3,PremOps,MA - 3,12,100000000,0
25,PremOps MI - 1,PremOps,MI - 1,1,940,0.453375
25,PremOps MI - 1,PremOps,MI - 1,2,3888,0.304173
25,PremOps MI - 1,PremOps,MI - 1,3,13668,0.167253
25,PremOps MI - 1,PremOps,MI - 1,4,58808,0.065841
25,PremOps MI - 1,PremOps,MI - 1,5,231509,0.00573
25,PremOps MI - 1,PremOps,MI - 1,6,543550,0.002543
25,PremOps MI - 1,PremOps,MI - 1,7,1275801,0.00075
25,PremOps MI - 1,PremOps,MI - 1,8,2968584,0.000233
25,PremOps MI - 1,PremOps,MI - 1,9,7143462,0.000074
25,PremOps MI - 1,PremOps,MI - 1,10,19777007,0.000023
25,PremOps MI - 1,PremOps,MI - 1,11,91829922,0.000005
25,PremOps MI - 1,PremOps,MI - 1,12,100000000,0
26,PremOps MI - 2,PremOps,MI - 2,1,1386,0.453605
26,PremOps MI - 2,PremOps,MI - 2,2,6505,0.347081
26,PremOps MI - 2,PremOps,MI - 2,3,27342,0.133466
26,PremOps MI - 2,PremOps,MI - 2,4,110355,0.051341
26,PremOps MI - 2,PremOps,MI - 2,5,553724,0.011685
26,PremOps MI - 2,PremOps,MI - 2,6,1739264,0.00214
26,PremOps MI - 2,PremOps,MI - 2,7,4674643,0.00048
26,PremOps MI - 2,PremOps,MI - 2,8,10549089,0.000124
26,PremOps MI - 2,PremOps,MI - 2,9,23211291,0.00006
26,PremOps MI - 2,PremOps,MI - 2,10,100000000,0.000018
26,PremOps MI - 2,PremOps,MI - 2,11,100000000,0
26,PremOps MI - 2,PremOps,MI - 2,12,100000000,0
27,PremOps MI - 3,PremOps,MI - 3,1,2840,0.588525
27,PremOps MI - 3,PremOps,MI - 3,2,15500,0.256859
27,PremOps MI - 3,PremOps,MI - 3,3,56892,0.06587
27,PremOps MI - 3,PremOps,MI - 3,4,125826,0.047128
27,PremOps MI - 3,PremOps,MI - 3,5,484273,0.033074
27,PremOps MI - 3,PremOps,MI - 3,6,1450022,0.006343
27,PremOps MI - 3,PremOps,MI - 3,7,3678023,0.001513
27,PremOps MI - 3,PremOps,MI - 3,8,8480871,0.000473
27,PremOps MI - 3,PremOps,MI - 3,9,21952036,0.000173
27,PremOps MI - 3,PremOps,MI - 3,10,100000000,0.000042
27,PremOps MI - 3,PremOps,MI - 3,11,100000000,0
27,PremOps MI - 3,PremOps,MI - 3,12,100000000,0
28,PremOps NJ - 1,PremOps,NJ - 1,1,1026,0.332955
28,PremOps NJ - 1,PremOps,NJ - 1,2,4202,0.19505
28,PremOps NJ - 1,PremOps,NJ - 1,3,19934,0.30347
28,PremOps NJ - 1,PremOps,NJ - 1,4,77449,0.1429
28,PremOps NJ - 1,PremOps,NJ - 1,5,278785,0.01993
28,PremOps NJ - 1,PremOps,NJ - 1,6,831519,0.004245
28,PremOps NJ - 1,PremOps,NJ - 1,7,2103446,0.001004
28,PremOps NJ - 1,PremOps,NJ - 1,8,4639325,0.000279
28,PremOps NJ - 1,PremOps,NJ - 1,9,9292292,0.000108
28,PremOps NJ - 1,PremOps,NJ - 1,10,22501070,0.000047
28,PremOps NJ - 1,PremOps,NJ - 1,11,100000000,0.000012
28,PremOps NJ - 1,PremOps,NJ - 1,12,100000000,0
29,PremOps NJ - 2,PremOps,NJ - 2,1,2096,0.372448
29,PremOps NJ - 2,PremOps,NJ - 2,2,11483,0.281609
29,PremOps NJ - 2,PremOps,NJ - 2,3,40821,0.213493
29,PremOps NJ - 2,PremOps,NJ - 2,4,139998,0.090237
29,PremOps NJ - 2,PremOps,NJ - 2,5,565886,0.035806
29,PremOps NJ - 2,PremOps,NJ - 2,6,1833041,0.004884
29,PremOps NJ - 2,PremOps,NJ - 2,7,5073680,0.001095
29,PremOps NJ - 2,PremOps,NJ - 2,8,11857677,0.000259
29,PremOps NJ - 2,PremOps,NJ - 2,9,24210596,0.000126
29,PremOps NJ - 2,PremOps,NJ - 2,10,100000000,0.000043
29,PremOps NJ - 2,PremOps,NJ - 2,11,100000000,0
29,PremOps NJ - 2,PremOps,NJ - 2,12,100000000,0
30,PremOps NJ - 3,PremOps,NJ - 3,1,3176,0.418988
30,PremOps NJ - 3,PremOps,NJ - 3,2,12880,0.214967
30,PremOps NJ - 3,PremOps,NJ - 3,3,36600,0.180901
30,PremOps NJ - 3,PremOps,NJ - 3,4,148178,0.124407
30,PremOps NJ - 3,PremOps,NJ - 3,5,636667,0.051135
30,PremOps NJ - 3,PremOps,NJ - 3,6,2220123,0.007505
30,PremOps NJ - 3,PremOps,NJ - 3,7,6564375,0.001592
30,PremOps NJ - 3,PremOps,NJ - 3,8,19635935,0.000415
30,PremOps NJ - 3,PremOps,NJ - 3,9,94194460,0.00009
30,PremOps NJ - 3,PremOps,NJ - 3,10,100000000,0
30,PremOps NJ - 3,PremOps,NJ - 3,11,100000000,0
30,PremOps NJ - 3,PremOps,NJ - 3,12,100000000,0
31,PremOps NY - 1,PremOps,NY - 1,1,1084,0.416928
31,PremOps NY - 1,PremOps,NY - 1,2,11483,0.324022
31,PremOps NY - 1,PremOps,NY - 1,3,57863,0.189794
31,PremOps NY - 1,PremOps,NY - 1,4,193696,0.054499
31,PremOps NY - 1,PremOps,NY - 1,5,605026,0.012121
31,PremOps NY - 1,PremOps,NY - 1,6,1827663,0.002018
31,PremOps NY - 1,PremOps,NY - 1,7,4938152,0.000447
31,PremOps NY - 1,PremOps,NY - 1,8,11580571,0.000109
31,PremOps NY - 1,PremOps,NY - 1,9,24644539,0.000047
31,PremOps NY - 1,PremOps,NY - 1,10,100000000,0.000015
31,PremOps NY - 1,PremOps,NY - 1,11,100000000,0
31,PremOps NY - 1,PremOps,NY - 1,12,100000000,0
32,PremOps NY - 2,PremOps,NY - 2,1,1212,0.295295
32,PremOps NY - 2,PremOps,NY - 2,2,8674,0.307747
32,PremOps NY - 2,PremOps,NY - 2,3,39243,0.21419
32,PremOps NY - 2,PremOps,NY - 2,4,125249,0.121805
32,PremOps NY - 2,PremOps,NY - 2,5,495462,0.051709
32,PremOps NY - 2,PremOps,NY - 2,6,1411402,0.007165
32,PremOps NY - 2,PremOps,NY - 2,7,3954718,0.001511
32,PremOps NY - 2,PremOps,NY - 2,8,9491554,0.000387
32,PremOps NY - 2,PremOps,NY - 2,9,22917357,0.00015
32,PremOps NY - 2,PremOps,NY - 2,10,100000000,0.000041
32,PremOps NY - 2,PremOps,NY - 2,11,100000000,0
32,PremOps NY - 2,PremOps,NY - 2,12,100000000,0
33,PremOps NY - 3,PremOps,NY - 3,1,2669,0.348756
33,PremOps NY - 3,PremOps,NY - 3,2,16804,0.281449
33,PremOps NY - 3,PremOps,NY - 3,3,105781,0.227117
33,PremOps NY - 3,PremOps,NY - 3,4,587910,0.112067
33,PremOps NY - 3,PremOps,NY - 3,5,1896923,0.02423
33,PremOps NY - 3,PremOps,NY - 3,6,5730638,0.004924
33,PremOps NY - 3,PremOps,NY - 3,7,17556461,0.001211
33,PremOps NY - 3,PremOps,NY - 3,8,85074264,0.000246
33,PremOps NY - 3,PremOps,NY - 3,9,100000000,0
33,PremOps NY - 3,PremOps,NY - 3,10,100000000,0
33,PremOps NY - 3,PremOps,NY - 3,11,100000000,0
33,PremOps NY - 3,PremOps,NY - 3,12,100000000,0
34,PremOps NC - 1,PremOps,NC - 1,1,1103,0.516844
34,PremOps NC - 1,PremOps,NC - 1,2,4915,0.337929
34,PremOps NC - 1,PremOps,NC - 1,3,14361,0.080784
34,PremOps NC - 1,PremOps,NC - 1,4,54324,0.056902
34,PremOps NC - 1,PremOps,NC - 1,5,252116,0.005176
34,PremOps NC - 1,PremOps,NC - 1,6,652923,0.001766
34,PremOps NC - 1,PremOps,NC - 1,7,1686623,0.000426
34,PremOps NC - 1,PremOps,NC - 1,8,3971350,0.000117
34,PremOps NC - 1,PremOps,NC - 1,9,8822800,0.000039
34,PremOps NC - 1,PremOps,NC - 1,10,22384981,0.000014
34,PremOps NC - 1,PremOps,NC - 1,11,100000000,0.000003
34,PremOps NC - 1,PremOps,NC - 1,12,100000000,0
35,PremOps NC - 2,PremOps,NC - 2,1,1626,0.516084
35,PremOps NC - 2,PremOps,NC - 2,2,7478,0.3361
35,PremOps NC - 2,PremOps,NC - 2,3,37624,0.111826
35,PremOps NC - 2,PremOps,NC - 2,4,151255,0.026821
35,PremOps NC - 2,PremOps,NC - 2,5,576111,0.007239
35,PremOps NC - 2,PremOps,NC - 2,6,1678994,0.001418
35,PremOps NC - 2,PremOps,NC - 2,7,4289216,0.000352
35,PremOps NC - 2,PremOps,NC - 2,8,9511911,0.000103
35,PremOps NC - 2,PremOps,NC - 2,9,22520203,0.000045
35,PremOps NC - 2,PremOps,NC - 2,10,100000000,0.000012
35,PremOps NC - 2,PremOps,NC - 2,11,100000000,0
35,PremOps NC - 2,PremOps,NC - 2,12,100000000,0
36,PremOps NC - 3,PremOps,NC - 3,1,3116,0.596396
36,PremOps NC - 3,PremOps,NC - 3,2,16744,0.254098
36,PremOps NC - 3,PremOps,NC - 3,3,96799,0.107564
36,PremOps NC - 3,PremOps,NC - 3,4,500669,0.03327
36,PremOps NC - 3,PremOps,NC - 3,5,1465284,0.006408
36,PremOps NC - 3,PremOps,NC - 3,6,3762655,0.001571
